kml_nombre,kml_lat,kml_lon,kml_capa,kml_category,action,osm_id,osm_name,distance_m,notes
CARW-306,-8.1151701,-79.0078401,Puntos_Paraderos,green,new,,,,
CARW-307,-8.1149214,-79.0105820,Puntos_Paraderos,green,new,,,,
CARW-308,-8.1149854,-79.0107359,Puntos_Paraderos,green,new,,,,
CARW-309,-8.1146830,-79.0123082,Puntos_Paraderos,green,new,,,,
CARW-310,-8.1146961,-79.0125879,Puntos_Paraderos,green,new,,,,
CARW-311,-8.1143370,-79.0144628,Puntos_Paraderos,green,new,,,,
CEV-172,-8.1127858,-79.0196637,Puntos_Paraderos,green,new,,,,
CEV-174,-8.1043873,-79.0126094,Puntos_Paraderos,green,new,,,,
CEV-175,-8.1061501,-79.0138854,Puntos_Paraderos,green,new,,,,
CEV-176,-8.1067384,-79.0145716,Puntos_Paraderos,green,new,,,,
CEV-177,-8.1080185,-79.0154954,Puntos_Paraderos,green,new,,,,
CEV-178,-8.1079156,-79.0156336,Puntos_Paraderos,green,new,,,,
CEV-180,-8.0962709,-79.0054620,Puntos_Paraderos,green,new,,,,
CEV-182,-8.1021258,-79.0103882,Puntos_Paraderos,green,new,,,,
CEV-183,-8.1106886,-79.0181023,Puntos_Paraderos,green,new,,,,
CEV-184,-8.0959599,-79.0055367,Puntos_Paraderos,green,new,,,,
CEV-186,-8.1017614,-79.0104063,Puntos_Paraderos,green,new,,,,
CEV-187,-8.0893785,-78.9996426,Puntos_Paraderos,green,new,,,,
CEV-189,-8.0890569,-78.9997599,Puntos_Paraderos,green,new,,,,
CONT-377,-8.1182663,-79.0054020,Puntos_Paraderos,green,new,,,,
CONT-379,-8.1197064,-79.0063595,Puntos_Paraderos,green,new,,,,
CONT-381,-8.1208708,-79.0079055,Puntos_Paraderos,green,new,,,,
CONT-382,-8.1207778,-79.0086390,Puntos_Paraderos,green,new,,,,
COSR-333,-8.1250829,-79.0303192,Puntos_Paraderos,green,new,,,,
COSR-335,-8.1261258,-79.0303213,Puntos_Paraderos,green,new,,,,
COSR-336,-8.1197406,-79.0265009,Puntos_Paraderos,green,new,,,,
COSR-337,-8.1193536,-79.0260593,Puntos_Paraderos,green,new,,,,
COVIC-429,-8.1118251,-79.0449609,Puntos_Paraderos,green,new,,,,
COVIC-434,-8.1138368,-79.0465531,Puntos_Paraderos,green,new,,,,
CRIS-488,-8.0945445,-79.0425542,Puntos_Paraderos,green,new,,,,
CTC-476,-8.1027701,-79.0029400,Puntos_Paraderos,green,new,,,,
CTC-477,-8.1027801,-79.0031288,Puntos_Paraderos,green,new,,,,
EGR-250,-8.1203865,-79.0084667,Puntos_Paraderos,green,new,,,,
EGR-251,-8.1198482,-79.0087675,Puntos_Paraderos,green,new,,,,
EGR-254,-8.1176117,-79.0116502,Puntos_Paraderos,green,new,,,,
EGR-255,-8.1173193,-79.0116183,Puntos_Paraderos,green,new,,,,
EGR-258,-8.1154031,-79.0145845,Puntos_Paraderos,green,new,,,,
EGR-259,-8.1150822,-79.0146415,Puntos_Paraderos,green,new,,,,
EGR-265,-8.1092367,-79.0211224,Puntos_Paraderos,green,new,,,,
EGR-266,-8.1091442,-79.0210214,Puntos_Paraderos,green,new,,,,
ESP-10,-8.1072790,-79.0220746,Puntos_Paraderos,green,merge,5099494790,Avenida Perú,0.8,
ESP-12,-8.1057601,-79.0239149,Puntos_Paraderos,green,merge,4937067022,Avenida Del Ejército,18.9,
ESP-13,-8.1056376,-79.0245442,Puntos_Paraderos,green,merge,11895968651,Avenida del Ejército,3.8,
ESP-14,-8.1056147,-79.0275557,Puntos_Paraderos,green,merge,11895957225,Calle Agricultura,10.9,
ESP-15,-8.1058750,-79.0277934,Puntos_Paraderos,green,merge,11895957224,Jirón Estete,9.2,
ESP-4,-8.1162183,-79.0304266,Puntos_Paraderos,green,new,,,,
ESP-5,-8.1144492,-79.0323726,Puntos_Paraderos,green,merge,5099440457,Jirón Independencia,12.3,
ESP-6,-8.1164168,-79.0288381,Puntos_Paraderos,green,new,,,,
ESP-8,-8.1082618,-79.0216367,Puntos_Paraderos,green,new,,,,
ESPIN-508,-8.0933821,-79.0433254,Puntos_Paraderos,green,new,,,,
ESPIN-509,-8.0958072,-79.0438353,Puntos_Paraderos,green,new,,,,
EV-543,-8.1101861,-78.9974888,Puntos_Paraderos,green,new,,,,
FERMO-481,-8.1194551,-79.0175871,Puntos_Paraderos,green,new,,,,
FERMO-484,-8.1213107,-79.0144939,Puntos_Paraderos,green,new,,,,
FERMO-485,-8.1214400,-79.0146854,Puntos_Paraderos,green,new,,,,
FERMO-486,-8.1220949,-79.0137949,Puntos_Paraderos,green,new,,,,
FEVI-213,-8.0990666,-79.0069231,Puntos_Paraderos,green,new,,,,
FEVI-214,-8.0934873,-79.0268040,Puntos_Paraderos,green,new,,,,
FEVI-216,-8.0928030,-79.0239658,Puntos_Paraderos,green,new,,,,
FEVI-219,-8.0922674,-79.0199207,Puntos_Paraderos,green,new,,,,
FEVI-222,-8.0941722,-79.0153012,Puntos_Paraderos,green,new,,,,
FEVI-225,-8.0965565,-79.0112737,Puntos_Paraderos,green,new,,,,
FEVI-226,-8.0971678,-79.0106446,Puntos_Paraderos,green,new,,,,
GUZBA-461,-8.1070951,-79.0128857,Puntos_Paraderos,green,new,,,,
HDY-538,-8.0916679,-78.9934587,Puntos_Paraderos,green,new,,,,
HOND-313,-8.1034192,-79.0025649,Puntos_Paraderos,green,new,,,,
HOND-314,-8.1034887,-79.0029652,Puntos_Paraderos,green,new,,,,
HSJ-234,-8.1222569,-79.0341871,Puntos_Paraderos,green,new,,,,
HUAS-443,-8.0917323,-78.9958610,Puntos_Paraderos,green,new,,,,
HUAY-494,-8.1198077,-79.0208143,Puntos_Paraderos,green,new,,,,
IN-167,-8.1175650,-79.0242313,Puntos_Paraderos,green,new,,,,
IN-168,-8.1172192,-79.0241273,Puntos_Paraderos,green,new,,,,
IN-169,-8.1153628,-79.0221074,Puntos_Paraderos,green,new,,,,
IN-170,-8.1150471,-79.0220161,Puntos_Paraderos,green,new,,,,
IN-171,-8.1130933,-79.0201808,Puntos_Paraderos,green,new,,,,
JEN-141,-8.1112557,-79.0364068,Puntos_Paraderos,green,new,,,,
JEN-142,-8.1109036,-79.0366373,Puntos_Paraderos,green,new,,,,
JEN-144,-8.1093949,-79.0396905,Puntos_Paraderos,green,new,,,,
JEN-145,-8.1086167,-79.0413452,Puntos_Paraderos,green,new,,,,
JEN-146,-8.1084780,-79.0421921,Puntos_Paraderos,green,new,,,,
JEN-148,-8.1076033,-79.0446508,Puntos_Paraderos,green,new,,,,
JOIN-468,-8.1244133,-79.0180506,Puntos_Paraderos,green,new,,,,
JOSA-520,-8.1099981,-79.0199348,Puntos_Paraderos,green,new,,,,
JPT-129,-8.1135320,-79.0350377,Puntos_Paraderos,green,new,,,,
JPT-130,-8.1180374,-79.0389756,Puntos_Paraderos,green,new,,,,
JPT-131,-8.1179240,-79.0391820,Puntos_Paraderos,green,new,,,,
JPT-133,-8.1204954,-79.0414213,Puntos_Paraderos,green,new,,,,
JPT-134,-8.1206448,-79.0412691,Puntos_Paraderos,green,new,,,,
JPT-136,-8.1257703,-79.0456320,Puntos_Paraderos,green,new,,,,
JPT-137,-8.1117328,-79.0336570,Puntos_Paraderos,green,new,,,,
JPT-139,-8.1135988,-79.0354605,Puntos_Paraderos,green,new,,,,
JUL-435,-8.1195518,-79.0264409,Puntos_Paraderos,green,new,,,,
JUL-440,-8.1184498,-79.0277625,Puntos_Paraderos,green,new,,,,
JUN-283,-8.1078563,-79.0212133,Puntos_Paraderos,green,new,,,,
LAM-412,-8.1268947,-79.0221161,Puntos_Paraderos,green,new,,,,
LAM-413,-8.1265933,-79.0223498,Puntos_Paraderos,green,new,,,,
LAM-414,-8.1243768,-79.0228417,Puntos_Paraderos,green,new,,,,
LAM-415,-8.1247449,-79.0229252,Puntos_Paraderos,green,new,,,,
MANT-107,-8.1020649,-79.0413002,Puntos_Paraderos,green,new,,,,
MANT-108,-8.1018285,-79.0431964,Puntos_Paraderos,green,new,,,,
MANT-110,-8.1007105,-79.0510692,Puntos_Paraderos,green,new,,,,
MANT-111,-8.1008864,-79.0490776,Puntos_Paraderos,green,new,,,,
MANT-114,-8.1007275,-79.0488069,Puntos_Paraderos,green,new,,,,
MAVE-352,-8.1023077,-79.0344060,Puntos_Paraderos,green,new,,,,
MAVE-355,-8.1040430,-79.0312459,Puntos_Paraderos,green,new,,,,
MAVE-356,-8.1049436,-79.0305990,Puntos_Paraderos,green,new,,,,
MAVE-357,-8.1060629,-79.0293947,Puntos_Paraderos,green,new,,,,
MAVE-358,-8.1058793,-79.0292843,Puntos_Paraderos,green,new,,,,
MEI-393,-8.0912766,-79.0425868,Puntos_Paraderos,green,new,,,,
MEI-394,-8.0910998,-79.0424503,Puntos_Paraderos,green,new,,,,
MEI-396,-8.0908895,-79.0476300,Puntos_Paraderos,green,new,,,,
MEI-397,-8.0908112,-79.0502676,Puntos_Paraderos,green,new,,,,
MEII-387,-8.0984952,-79.0486180,Puntos_Paraderos,green,new,,,,
MEII-388,-8.0972199,-79.0484984,Puntos_Paraderos,green,new,,,,
MO-418,-8.1224238,-79.0234629,Puntos_Paraderos,green,new,,,,
MO-419,-8.1225606,-79.0236080,Puntos_Paraderos,green,new,,,,
MR-536,-8.1292985,-79.0207637,Puntos_Paraderos,green,new,,,,
MRFT-151,-8.0858872,-79.0147316,Puntos_Paraderos,green,new,,,,
MRFT-152,-8.0876677,-79.0153590,Puntos_Paraderos,green,new,,,,
MRFT-158,-8.0952187,-79.0190078,Puntos_Paraderos,green,new,,,,
NPT-196,-8.1030767,-79.0352097,Puntos_Paraderos,green,new,,,,
NPT-197,-8.1034978,-79.0353404,Puntos_Paraderos,green,new,,,,
NPT-205,-8.0912495,-79.0406981,Puntos_Paraderos,green,new,,,,
PACALS-87,-8.0943672,-79.0378453,Puntos_Paraderos,green,new,,,,
PACALS-88,-8.0932084,-79.0359876,Puntos_Paraderos,green,new,,,,
PACALS-89,-8.0942997,-79.0382244,Puntos_Paraderos,green,new,,,,
PACALS-90,-8.0929144,-79.0359181,Puntos_Paraderos,green,new,,,,
PCVT-192,-8.1274259,-79.0301981,Puntos_Paraderos,green,new,,,,
PCVT-193,-8.1271661,-79.0304563,Puntos_Paraderos,green,new,,,,
PCVT-195,-8.1309298,-79.0328825,Puntos_Paraderos,green,new,,,,
PE-237,-8.1065488,-79.0214104,Puntos_Paraderos,green,new,,,,
PE-238,-8.1062447,-79.0213554,Puntos_Paraderos,green,new,,,,
PE-239,-8.1047149,-79.0194718,Puntos_Paraderos,green,new,,,,
PE-241,-8.1029616,-79.0176466,Puntos_Paraderos,green,new,,,,
PE-242,-8.1023748,-79.0173110,Puntos_Paraderos,green,new,,,,
PE-243,-8.1009813,-79.0155783,Puntos_Paraderos,green,new,,,,
PE-247,-8.0971849,-79.0117809,Puntos_Paraderos,green,new,,,,
PEMU-342,-8.1078566,-79.0370376,Puntos_Paraderos,green,new,,,,
PEMU-343,-8.1063264,-79.0414291,Puntos_Paraderos,green,new,,,,
PEMU-345,-8.1061468,-79.0439007,Puntos_Paraderos,green,new,,,,
PESQT-406,-8.0935049,-78.9968987,Puntos_Paraderos,green,new,,,,
PESQT-407,-8.0936343,-78.9966117,Puntos_Paraderos,green,new,,,,
PLUN-288,-8.0976468,-79.0115033,Puntos_Paraderos,green,new,,,,
PLUN-289,-8.0974314,-79.0111520,Puntos_Paraderos,green,new,,,,
PLUN-290,-8.0943600,-79.0093784,Puntos_Paraderos,green,new,,,,
PLUN-291,-8.0942700,-79.0091316,Puntos_Paraderos,green,new,,,,
PSAN-277,-8.0918551,-79.0138681,Puntos_Paraderos,green,new,,,,
PSAN-278,-8.0920361,-79.0141220,Puntos_Paraderos,green,new,,,,
PSAN-279,-8.0945759,-79.0153241,Puntos_Paraderos,green,new,,,,
PUC-458,-8.0917200,-79.0227884,Puntos_Paraderos,green,new,,,,
RIP-319,-8.1119923,-79.0031758,Puntos_Paraderos,green,new,,,,
RIP-320,-8.1118196,-79.0031875,Puntos_Paraderos,green,new,,,,
RIP-323,-8.1127385,-79.0081322,Puntos_Paraderos,green,new,,,,
RIP-324,-8.1126137,-79.0082437,Puntos_Paraderos,green,new,,,,
RIP-331,-8.1107390,-79.0170607,Puntos_Paraderos,green,new,,,,
ROM-369,-8.1064569,-79.0361139,Puntos_Paraderos,green,merge,11910518834,Calle Salaverry,18.8,
ROM-370,-8.1060498,-79.0362668,Puntos_Paraderos,green,merge,11910518835,Calle Santiago de Chile,6.9,
ROM-371,-8.1078210,-79.0367121,Puntos_Paraderos,green,new,,,,
SALVLA-297,-8.1033645,-79.0288134,Puntos_Paraderos,green,new,,,,
SALVLA-298,-8.1031684,-79.0284234,Puntos_Paraderos,green,new,,,,
SALVLA-301,-8.0988082,-79.0247350,Puntos_Paraderos,green,new,,,,
SALVLA-302,-8.0987275,-79.0244177,Puntos_Paraderos,green,new,,,,
SALVLA-303,-8.0968109,-79.0228521,Puntos_Paraderos,green,new,,,,
SAN-269,-8.1012946,-79.0183961,Puntos_Paraderos,green,new,,,,
SAN-270,-8.1015623,-79.0183817,Puntos_Paraderos,green,new,,,,
SAN-271,-8.1026522,-79.0196912,Puntos_Paraderos,green,new,,,,
SEP-449,-8.0914319,-79.0286131,Puntos_Paraderos,green,new,,,,
SEP-450,-8.0913147,-79.0286772,Puntos_Paraderos,green,new,,,,
SR-528,-8.1028601,-79.0046382,Puntos_Paraderos,green,new,,,,
TEVA-340,-8.0940887,-79.0314311,Puntos_Paraderos,green,new,,,,
TUPAT-120,-8.0968644,-79.0306039,Puntos_Paraderos,green,new,,,,
TUPAT-124,-8.0913512,-79.0362607,Puntos_Paraderos,green,new,,,,
VF-479,-8.1266899,-79.0199047,Puntos_Paraderos,green,new,,,,
VF-480,-8.1255707,-79.0188965,Puntos_Paraderos,green,new,,,,
VICFE-487,-8.1085254,-79.0196549,Puntos_Paraderos,green,new,,,,
VLHT-91,-8.1166638,-79.0318094,Puntos_Paraderos,green,new,,,,
VLHT-96,-8.1230159,-79.0373461,Puntos_Paraderos,green,new,,,,
VLHT-97,-8.1251458,-79.0394519,Puntos_Paraderos,green,new,,,,
VLHT-99,-8.1282953,-79.0421445,Puntos_Paraderos,green,new,,,,
PAT-1,-8.0511351,-79.0013417,Consolidado,cyan,new,,,,
PAT-10,-8.0645856,-79.0063929,Consolidado,cyan,new,,,,
PAT-100,-8.0633988,-79.0160651,Consolidado,cyan,new,,,,
PAT-104,-8.0644231,-79.0215366,Consolidado,cyan,new,,,,
PAT-106,-8.0581946,-79.0231314,Consolidado,cyan,new,,,,
PAT-107,-8.0659037,-79.0173204,Consolidado,cyan,new,,,,
PAT-108,-8.0622320,-79.0179848,Consolidado,cyan,new,,,,
PAT-112,-8.0663008,-79.0193897,Consolidado,cyan,new,,,,
PAT-114,-8.0634928,-79.0199918,Consolidado,cyan,new,,,,
PAT-117,-8.0613550,-79.0196725,Consolidado,cyan,new,,,,
PAT-119,-8.0630417,-79.0207233,Consolidado,cyan,new,,,,
PAT-12,-8.0618386,-79.0045859,Consolidado,cyan,new,,,,
PAT-120,-8.0622371,-79.0216940,Consolidado,cyan,new,,,,
PAT-122,-8.0598027,-79.0220497,Consolidado,cyan,new,,,,
PAT-126,-8.0589759,-79.0194134,Consolidado,cyan,new,,,,
PAT-13,-8.0583270,-79.0034992,Consolidado,cyan,new,,,,
PAT-130,-8.0575144,-79.0219677,Consolidado,cyan,new,,,,
PAT-135,-8.0701273,-79.0296460,Consolidado,cyan,new,,,,
PAT-137,-8.0702629,-79.0325612,Consolidado,cyan,new,,,,
PAT-140,-8.0669381,-79.0328693,Consolidado,cyan,new,,,,
PAT-143,-8.0636806,-79.0283044,Consolidado,cyan,new,,,,
PAT-145,-8.0646830,-79.0300510,Consolidado,cyan,new,,,,
PAT-147,-8.0658092,-79.0300542,Consolidado,cyan,new,,,,
PAT-149,-8.0644105,-79.0319566,Consolidado,cyan,new,,,,
PAT-15,-8.0512158,-79.0012785,Consolidado,cyan,new,,,,
PAT-151,-8.0649772,-79.0327591,Consolidado,cyan,new,,,,
PAT-156,-8.0661247,-79.0302415,Consolidado,cyan,new,,,,
PAT-18,-8.0676262,-79.0129822,Consolidado,cyan,new,,,,
PAT-20,-8.0666683,-79.0102500,Consolidado,cyan,new,,,,
PAT-22,-8.0657189,-79.0077534,Consolidado,cyan,new,,,,
PAT-24,-8.0651233,-79.0046582,Consolidado,cyan,new,,,,
PAT-26,-8.0660699,-79.0069872,Consolidado,cyan,new,,,,
PAT-28,-8.0630284,-79.0075014,Consolidado,cyan,new,,,,
PAT-29,-8.0612870,-79.0065783,Consolidado,cyan,new,,,,
PAT-3,-8.0582878,-79.0035942,Consolidado,cyan,new,,,,
PAT-32,-8.0545099,-79.0047071,Consolidado,cyan,new,,,,
PAT-33,-8.0545594,-79.0046194,Consolidado,cyan,new,,,,
PAT-34,-8.0524226,-79.0059574,Consolidado,cyan,new,,,,
PAT-35,-8.0525473,-79.0060785,Consolidado,cyan,new,,,,
PAT-36,-8.0495684,-79.0032898,Consolidado,cyan,new,,,,
PAT-38,-8.0506135,-79.0079629,Consolidado,cyan,new,,,,
PAT-40,-8.0538782,-79.0090350,Consolidado,cyan,new,,,,
PAT-41,-8.0539401,-79.0089535,Consolidado,cyan,new,,,,
PAT-46,-8.0656067,-79.0119513,Consolidado,cyan,new,,,,
PAT-47,-8.0655177,-79.0119759,Consolidado,cyan,new,,,,
PAT-48,-8.0636310,-79.0108811,Consolidado,cyan,new,,,,
PAT-49,-8.0635656,-79.0108015,Consolidado,cyan,new,,,,
PAT-54,-8.0594340,-79.0104009,Consolidado,cyan,new,,,,
PAT-62,-8.0609060,-79.0231112,Consolidado,cyan,new,,,,
PAT-63,-8.0610143,-79.0230446,Consolidado,cyan,new,,,,
PAT-64,-8.0690727,-79.0215029,Consolidado,cyan,new,,,,
PAT-67,-8.0655043,-79.0265447,Consolidado,cyan,new,,,,
PAT-68,-8.0618439,-79.0256077,Consolidado,cyan,new,,,,
PAT-7,-8.0607588,-79.0083750,Consolidado,cyan,new,,,,
PAT-70,-8.0674093,-79.0154661,Consolidado,cyan,new,,,,
PAT-71,-8.0636731,-79.0161769,Consolidado,cyan,new,,,,
PAT-73,-8.0654061,-79.0264228,Consolidado,cyan,new,,,,
PAT-74,-8.0618890,-79.0254989,Consolidado,cyan,new,,,,
PAT-76,-8.0673632,-79.0155461,Consolidado,cyan,new,,,,
PAT-8,-8.0645168,-79.0034190,Consolidado,cyan,new,,,,
PAT-81,-8.0672199,-79.0203648,Consolidado,cyan,new,,,,
PAT-82,-8.0667933,-79.0182907,Consolidado,cyan,new,,,,
PAT-84,-8.0671170,-79.0203982,Consolidado,cyan,new,,,,
PAT-86,-8.0697144,-79.0278371,Consolidado,cyan,new,,,,
PAT-91,-8.0637244,-79.0242079,Consolidado,cyan,new,,,,
PAT-98,-8.0651038,-79.0176660,Consolidado,cyan,new,,,,
PE-10,-8.0533872,-79.0789683,Consolidado,cyan,new,,,,
PE-101,-8.0507124,-79.0519408,Consolidado,cyan,new,,,,
PE-102,-8.0493221,-79.0501221,Consolidado,cyan,new,,,,
PE-103,-8.0500964,-79.0511757,Consolidado,cyan,new,,,,
PE-104,-8.0479019,-79.0526946,Consolidado,cyan,new,,,,
PE-106,-8.0437706,-79.0516170,Consolidado,cyan,new,,,,
PE-107,-8.0458445,-79.0500586,Consolidado,cyan,new,,,,
PE-11,-8.0475101,-79.0687500,Consolidado,cyan,new,,,,
PE-111,-8.0507892,-79.0518604,Consolidado,cyan,new,,,,
PE-114,-8.0454931,-79.0502241,Consolidado,cyan,new,,,,
PE-115,-8.0437632,-79.0514816,Consolidado,cyan,new,,,,
PE-118,-8.0500254,-79.0513641,Consolidado,cyan,new,,,,
PE-12,-8.0490054,-79.0704958,Consolidado,cyan,new,,,,
PE-120,-8.0528817,-79.0501314,Consolidado,cyan,new,,,,
PE-121,-8.0551452,-79.0786821,Consolidado,cyan,new,,,,
PE-122,-8.0554951,-79.0768512,Consolidado,cyan,new,,,,
PE-123,-8.0576618,-79.0749319,Consolidado,cyan,new,,,,
PE-124,-8.0573416,-79.0737768,Consolidado,cyan,new,,,,
PE-125,-8.0587873,-79.0745648,Consolidado,cyan,new,,,,
PE-126,-8.0554082,-79.0746153,Consolidado,cyan,new,,,,
PE-127,-8.0522204,-79.0753484,Consolidado,cyan,new,,,,
PE-128,-8.0538648,-79.0739027,Consolidado,cyan,new,,,,
PE-129,-8.0529627,-79.0782874,Consolidado,cyan,new,,,,
PE-13,-8.0509744,-79.0727634,Consolidado,cyan,new,,,,
PE-130,-8.0510148,-79.0760170,Consolidado,cyan,new,,,,
PE-131,-8.0492056,-79.0738970,Consolidado,cyan,new,,,,
PE-132,-8.0473649,-79.0718171,Consolidado,cyan,new,,,,
PE-134,-8.0544130,-79.0766862,Consolidado,cyan,new,,,,
PE-135,-8.0526191,-79.0745627,Consolidado,cyan,new,,,,
PE-136,-8.0508513,-79.0724825,Consolidado,cyan,new,,,,
PE-137,-8.0490266,-79.0703605,Consolidado,cyan,new,,,,
PE-138,-8.0474125,-79.0684325,Consolidado,cyan,new,,,,
PE-139,-8.0510125,-79.0710316,Consolidado,cyan,new,,,,
PE-14,-8.0529748,-79.0751262,Consolidado,cyan,new,,,,
PE-140,-8.0491648,-79.0688696,Consolidado,cyan,new,,,,
PE-141,-8.0558576,-79.0715411,Consolidado,cyan,new,,,,
PE-142,-8.0536933,-79.0703957,Consolidado,cyan,new,,,,
PE-143,-8.0536183,-79.0681323,Consolidado,cyan,new,,,,
PE-144,-8.0550166,-79.0654364,Consolidado,cyan,new,,,,
PE-145,-8.0561657,-79.0632437,Consolidado,cyan,new,,,,
PE-149,-8.0525261,-79.0587036,Consolidado,cyan,new,,,,
PE-15,-8.0545428,-79.0769560,Consolidado,cyan,new,,,,
PE-151,-8.0507888,-79.0657956,Consolidado,cyan,new,,,,
PE-155,-8.0672308,-79.0755152,Consolidado,cyan,new,,,,
PE-156,-8.0645521,-79.0784865,Consolidado,cyan,new,,,,
PE-158,-8.0566792,-79.0792930,Consolidado,cyan,new,,,,
PE-159,-8.0594529,-79.0761233,Consolidado,cyan,new,,,,
PE-16,-8.0489622,-79.0688042,Consolidado,cyan,new,,,,
PE-160,-8.0651663,-79.0653330,Consolidado,cyan,new,,,,
PE-163,-8.0638709,-79.0669947,Consolidado,cyan,new,,,,
PE-164,-8.0629009,-79.0694913,Consolidado,cyan,new,,,,
PE-165,-8.0617711,-79.0716499,Consolidado,cyan,new,,,,
PE-166,-8.0606652,-79.0738046,Consolidado,cyan,new,,,,
PE-167,-8.0644166,-79.0683023,Consolidado,cyan,new,,,,
PE-168,-8.0637175,-79.0702981,Consolidado,cyan,new,,,,
PE-169,-8.0626332,-79.0723551,Consolidado,cyan,new,,,,
PE-17,-8.0510423,-79.0712378,Consolidado,cyan,new,,,,
PE-171,-8.0654087,-79.0707648,Consolidado,cyan,new,,,,
PE-173,-8.0632324,-79.0749801,Consolidado,cyan,new,,,,
PE-175,-8.0575353,-79.0777965,Consolidado,cyan,new,,,,
PE-176,-8.0601747,-79.0769960,Consolidado,cyan,new,,,,
PE-177,-8.0582600,-79.0786431,Consolidado,cyan,new,,,,
PE-179,-8.0778052,-79.0418937,Consolidado,cyan,new,,,,
PE-18,-8.0494141,-79.0684571,Consolidado,cyan,new,,,,
PE-180,-8.0622019,-79.0499468,Consolidado,cyan,new,,,,
PE-181,-8.0648568,-79.0492531,Consolidado,cyan,new,,,,
PE-182,-8.0677103,-79.0481364,Consolidado,cyan,new,,,,
PE-184,-8.0720366,-79.0458058,Consolidado,cyan,new,,,,
PE-185,-8.0748170,-79.0443208,Consolidado,cyan,new,,,,
PE-186,-8.0771087,-79.0430206,Consolidado,cyan,new,,,,
PE-187,-8.0792718,-79.0418243,Consolidado,cyan,new,,,,
PE-188,-8.0635307,-79.0517885,Consolidado,cyan,new,,,,
PE-190,-8.0754380,-79.0414513,Consolidado,cyan,new,,,,
PE-191,-8.0773854,-79.0403844,Consolidado,cyan,new,,,,
PE-193,-8.0654313,-79.0484622,Consolidado,cyan,new,,,,
PE-194,-8.0683102,-79.0469998,Consolidado,cyan,new,,,,
PE-196,-8.0729478,-79.0444167,Consolidado,cyan,new,,,,
PE-201,-8.0722429,-79.0505976,Consolidado,cyan,new,,,,
PE-203,-8.0730642,-79.0549679,Consolidado,cyan,new,,,,
PE-204,-8.0708322,-79.0557785,Consolidado,cyan,new,,,,
PE-206,-8.0656192,-79.0575885,Consolidado,cyan,new,,,,
PE-209,-8.0650031,-79.0604197,Consolidado,cyan,new,,,,
PE-214,-8.0731799,-79.0614775,Consolidado,cyan,new,,,,
PE-216,-8.0742954,-79.0564347,Consolidado,cyan,new,,,,
PE-219,-8.0808386,-79.0548277,Consolidado,cyan,new,,,,
PE-22,-8.0602878,-79.0769720,Consolidado,cyan,new,,,,
PE-220,-8.0808932,-79.0501607,Consolidado,cyan,new,,,,
PE-221,-8.0779886,-79.0514801,Consolidado,cyan,new,,,,
PE-226,-8.0807074,-79.0484127,Consolidado,cyan,new,,,,
PE-228,-8.0567846,-79.0502198,Consolidado,cyan,new,,,,
PE-229,-8.0575201,-79.0488729,Consolidado,cyan,new,,,,
PE-23,-8.0584344,-79.0785692,Consolidado,cyan,new,,,,
PE-230,-8.0564311,-79.0509376,Consolidado,cyan,new,,,,
PE-234,-8.0627853,-79.0478730,Consolidado,cyan,new,,,,
PE-235,-8.0644393,-79.0461571,Consolidado,cyan,new,,,,
PE-24,-8.0566034,-79.0793470,Consolidado,cyan,new,,,,
PE-241,-8.0679315,-79.0475825,Consolidado,cyan,new,,,,
PE-244,-8.0737571,-79.0412500,Consolidado,cyan,new,,,,
PE-247,-8.0821358,-79.0492040,Consolidado,cyan,new,,,,
PE-249,-8.0819692,-79.0469545,Consolidado,cyan,new,,,,
PE-25,-8.0580970,-79.0810866,Consolidado,cyan,new,,,,
PE-250,-8.0811493,-79.0466160,Consolidado,cyan,new,,,,
PE-252,-8.0714219,-79.0628071,Consolidado,cyan,new,,,,
PE-257,-8.0712093,-79.0670939,Consolidado,cyan,new,,,,
PE-259,-8.0701198,-79.0699279,Consolidado,cyan,new,,,,
PE-26,-8.0594817,-79.0827196,Consolidado,cyan,new,,,,
PE-261,-8.0689544,-79.0726543,Consolidado,cyan,new,,,,
PE-263,-8.0691065,-79.0672103,Consolidado,cyan,new,,,,
PE-264,-8.0689103,-79.0668874,Consolidado,cyan,new,,,,
PE-269,-8.0645925,-79.0618756,Consolidado,cyan,new,,,,
PE-27,-8.0619237,-79.0812839,Consolidado,cyan,new,,,,
PE-270,-8.0644019,-79.0618425,Consolidado,cyan,new,,,,
PE-275,-8.0533903,-79.0552004,Consolidado,cyan,new,,,,
PE-278,-8.0572411,-79.0598612,Consolidado,cyan,new,,,,
PE-282,-8.0539729,-79.0558007,Consolidado,cyan,new,,,,
PE-283,-8.0473756,-79.0709189,Consolidado,cyan,new,,,,
PE-286,-8.0818227,-79.0400441,Consolidado,cyan,new,,,,
PE-288,-8.0847742,-79.0409370,Consolidado,cyan,new,,,,
PE-290,-8.0817259,-79.0399579,Consolidado,cyan,new,,,,
PE-293,-8.0775684,-79.0351317,Consolidado,cyan,new,,,,
PE-295,-8.0789134,-79.0335143,Consolidado,cyan,new,,,,
PE-297,-8.0756213,-79.0349157,Consolidado,cyan,new,,,,
PE-299,-8.0809123,-79.0324562,Consolidado,cyan,new,,,,
PE-30,-8.0654698,-79.0654286,Consolidado,cyan,new,,,,
PE-301,-8.0830070,-79.0430778,Consolidado,cyan,new,,,,
