kml_nombre,kml_lat,kml_lon,kml_capa,kml_category,action,osm_id,osm_name,distance_m,notes
PS-4,-8.1852327,-78.9838078,Paraderos_Salaverry,cyan,new,,,,
PS-40,-8.1909656,-78.9827115,Paraderos_Salaverry,cyan,new,,,,
PS-42,-8.1864470,-78.9879346,Paraderos_Salaverry,cyan,new,,,,
PS-45,-8.2202604,-78.9739590,Paraderos_Salaverry,cyan,new,,,,
PS-47,-8.2171853,-78.9770527,Paraderos_Salaverry,cyan,new,,,,
PS-49,-8.2114770,-78.9785514,Paraderos_Salaverry,cyan,new,,,,
PS-50,-8.2114573,-78.9808260,Paraderos_Salaverry,cyan,new,,,,
PS-52,-8.2041510,-78.9840734,Paraderos_Salaverry,cyan,merge,12121157807,Avenida de La Marina,8.8,
PS-53,-8.2021158,-78.9855134,Paraderos_Salaverry,cyan,new,,,,
PS-54,-8.1985046,-78.9879034,Paraderos_Salaverry,cyan,new,,,,
PS-55,-8.1964624,-78.9892893,Paraderos_Salaverry,cyan,new,,,,
PS-57,-8.1914086,-78.9926095,Paraderos_Salaverry,cyan,new,,,,
PS-70,-8.1889431,-78.9861461,Paraderos_Salaverry,cyan,new,,,,
ABR-359,-8.0996265,-79.0013809,Puntos_Paraderos,cyan,new,,,,
ABR-360,-8.1014172,-79.0020733,Puntos_Paraderos,cyan,new,,,,
ABR-368,-8.1028063,-79.0015972,Puntos_Paraderos,cyan,new,,,,
AGR-523,-8.1043057,-79.0291152,Puntos_Paraderos,cyan,new,,,,
AK-455,-8.0909589,-79.0269270,Puntos_Paraderos,cyan,new,,,,
AK-456,-8.0907936,-79.0269516,Puntos_Paraderos,cyan,new,,,,
ALM-519,-8.0895806,-78.9934506,Puntos_Paraderos,cyan,new,,,,
AMEO-68,-8.1030991,-79.0455975,Puntos_Paraderos,cyan,new,,,,
AMEO-69,-8.1047663,-79.0461052,Puntos_Paraderos,cyan,new,,,,
AMEO-70,-8.1061937,-79.0467754,Puntos_Paraderos,cyan,new,,,,
AMEO-72,-8.1072402,-79.0467982,Puntos_Paraderos,cyan,new,,,,
AMEO-77,-8.1171527,-79.0430970,Puntos_Paraderos,cyan,new,,,,
AMEO-78,-8.1188701,-79.0409936,Puntos_Paraderos,cyan,new,,,,
AMEO-79,-8.1174487,-79.0430840,Puntos_Paraderos,cyan,new,,,,
AMEO-80,-8.1190688,-79.0411585,Puntos_Paraderos,cyan,new,,,,
AMEO-83,-8.1002056,-79.0438557,Puntos_Paraderos,cyan,new,,,,
AMEO-86,-8.0998763,-79.0439761,Puntos_Paraderos,cyan,new,,,,
AMN-17,-8.0989034,-79.0149849,Puntos_Paraderos,cyan,new,,,,
AMN-19,-8.0966327,-79.0175856,Puntos_Paraderos,cyan,new,,,,
AMN-21,-8.0969484,-79.0289518,Puntos_Paraderos,cyan,new,,,,
AMN-22,-8.0961129,-79.0284252,Puntos_Paraderos,cyan,new,,,,
AMN-25,-8.1008793,-79.0320016,Puntos_Paraderos,cyan,new,,,,
AMN-26,-8.1027413,-79.0327339,Puntos_Paraderos,cyan,new,,,,
AMN-28,-8.1047949,-79.0338230,Puntos_Paraderos,cyan,new,,,,
AMN-29,-8.0956286,-79.0196720,Puntos_Paraderos,cyan,new,,,,
AMN-30,-8.0950773,-79.0204626,Puntos_Paraderos,cyan,new,,,,
AMN-31,-8.0951663,-79.0209120,Puntos_Paraderos,cyan,new,,,,
AMN-32,-8.0940458,-79.0233164,Puntos_Paraderos,cyan,new,,,,
AMN-33,-8.0939629,-79.0240527,Puntos_Paraderos,cyan,new,,,,
AMN-35,-8.0950012,-79.0269907,Puntos_Paraderos,cyan,new,,,,
AMS-36,-8.1260918,-79.0279647,Puntos_Paraderos,cyan,merge,5069523013,,27.7,
AMS-37,-8.1245070,-79.0246367,Puntos_Paraderos,cyan,new,,,,
AMS-43,-8.1209651,-79.0400719,Puntos_Paraderos,cyan,new,,,,
AMS-53,-8.1211376,-79.0207348,Puntos_Paraderos,cyan,new,,,,
AMS-54,-8.1202261,-79.0194521,Puntos_Paraderos,cyan,new,,,,
AMS-55,-8.1189281,-79.0185796,Puntos_Paraderos,cyan,new,,,,
AMS-56,-8.1178747,-79.0174040,Puntos_Paraderos,cyan,new,,,,
AMS-57,-8.1227840,-79.0224984,Puntos_Paraderos,cyan,new,,,,
AMS-58,-8.1002664,-79.0128592,Puntos_Paraderos,cyan,new,,,,
AMS-59,-8.1005000,-79.0130855,Puntos_Paraderos,cyan,new,,,,
AMS-62,-8.1139260,-79.0147460,Puntos_Paraderos,cyan,new,,,,
AMS-65,-8.1094149,-79.0123164,Puntos_Paraderos,cyan,new,,,,
AMS-66,-8.1089068,-79.0123393,Puntos_Paraderos,cyan,new,,,,
ANBE-373,-8.1141200,-79.0066531,Puntos_Paraderos,cyan,new,,,,
ANBE-374,-8.1140424,-79.0065948,Puntos_Paraderos,cyan,new,,,,
ANBE-375,-8.1109529,-79.0070866,Puntos_Paraderos,cyan,new,,,,
ANTO-347,-8.1136662,-79.0418803,Puntos_Paraderos,cyan,new,,,,
ANTO-348,-8.1133857,-79.0413050,Puntos_Paraderos,cyan,new,,,,
ANTO-350,-8.1109658,-79.0397630,Puntos_Paraderos,cyan,new,,,,
CA-490,-8.1048616,-79.0096482,Puntos_Paraderos,cyan,new,,,,
CA-491,-8.1052821,-79.0088975,Puntos_Paraderos,cyan,new,,,,
CALCUC-524,-8.1226011,-79.0208585,Puntos_Paraderos,cyan,new,,,,
CALCUC-525,-8.1237183,-79.0196757,Puntos_Paraderos,cyan,new,,,,
CARE-402,-8.0942630,-79.0002511,Puntos_Paraderos,cyan,new,,,,
CARE-403,-8.0943513,-79.0005884,Puntos_Paraderos,cyan,new,,,,
CEV-173,-8.1040441,-79.0120998,Puntos_Paraderos,cyan,new,,,,
CEV-179,-8.1104764,-79.0176395,Puntos_Paraderos,cyan,new,,,,
CEV-181,-8.0993433,-79.0080925,Puntos_Paraderos,cyan,new,,,,
CEV-185,-8.0991114,-79.0082032,Puntos_Paraderos,cyan,new,,,,
CEV-188,-8.0929774,-79.0026628,Puntos_Paraderos,cyan,new,,,,
CEV-190,-8.0908633,-79.0027888,Puntos_Paraderos,cyan,new,,,,
CEV-191,-8.0925258,-79.0038956,Puntos_Paraderos,cyan,new,,,,
CHCH-526,-8.0899209,-78.9936901,Puntos_Paraderos,cyan,new,,,,
CONT-378,-8.1185385,-79.0058896,Puntos_Paraderos,cyan,new,,,,
CONT-380,-8.1200022,-79.0069586,Puntos_Paraderos,cyan,new,,,,
CONT-383,-8.1216578,-79.0095757,Puntos_Paraderos,cyan,new,,,,
CORT-457,-8.0965993,-79.0556131,Puntos_Paraderos,cyan,new,,,,
COSR-332,-8.1221050,-79.0281444,Puntos_Paraderos,cyan,new,,,,
COVIC-428,-8.1118344,-79.0470569,Puntos_Paraderos,cyan,new,,,,
COVIC-430,-8.1107368,-79.0445829,Puntos_Paraderos,cyan,new,,,,
COVIC-433,-8.1080865,-79.0439278,Puntos_Paraderos,cyan,new,,,,
CRIS-489,-8.0920523,-79.0420037,Puntos_Paraderos,cyan,new,,,,
DQS-517,-8.1029517,-79.0038329,Puntos_Paraderos,cyan,new,,,,
EGR-248,-8.1213862,-79.0071771,Puntos_Paraderos,cyan,new,,,,
EGR-249,-8.1208532,-79.0074290,Puntos_Paraderos,cyan,new,,,,
EGR-252,-8.1189244,-79.0102078,Puntos_Paraderos,cyan,new,,,,
EGR-253,-8.1186184,-79.0102980,Puntos_Paraderos,cyan,new,,,,
EGR-256,-8.1164055,-79.0128347,Puntos_Paraderos,cyan,new,,,,
EGR-257,-8.1161904,-79.0128706,Puntos_Paraderos,cyan,new,,,,
EGR-260,-8.1146689,-79.0155223,Puntos_Paraderos,cyan,new,,,,
EGR-262,-8.1132771,-79.0171934,Puntos_Paraderos,cyan,new,,,,
EGR-263,-8.1113857,-79.0194385,Puntos_Paraderos,cyan,new,,,,
EJER-409,-8.0976239,-79.0182418,Puntos_Paraderos,cyan,new,,,,
EJER-410,-8.0998418,-79.0193297,Puntos_Paraderos,cyan,merge,12121155277,Avenida del Ejército,15.7,
EJER-411,-8.1015642,-79.0208072,Puntos_Paraderos,cyan,new,,,,
ESP-1,-8.1111575,-79.0327930,Puntos_Paraderos,cyan,new,,,,
ESP-11,-8.1070679,-79.0225362,Puntos_Paraderos,cyan,merge,11895953681,Avenida Perú,14.4,
ESP-2,-8.1129586,-79.0326995,Puntos_Paraderos,cyan,new,,,,
ESP-3,-8.1154722,-79.0313061,Puntos_Paraderos,cyan,new,,,,
ESP-9,-8.1078821,-79.0219609,Puntos_Paraderos,cyan,merge,5099494791,Jirón Unión,18.2,
EV-540,-8.1169044,-79.0026396,Puntos_Paraderos,cyan,new,,,,
EV-541,-8.1143260,-79.0007192,Puntos_Paraderos,cyan,new,,,,
EV-544,-8.1141886,-79.0007224,Puntos_Paraderos,cyan,new,,,,
EV-546,-8.1166789,-79.0026197,Puntos_Paraderos,cyan,new,,,,
FERMO-482,-8.1204642,-79.0159654,Puntos_Paraderos,cyan,new,,,,
FEVI-220,-8.0928692,-79.0177695,Puntos_Paraderos,cyan,new,,,,
FEVI-224,-8.0955967,-79.0131353,Puntos_Paraderos,cyan,new,,,,
FEVI-227,-8.1066696,-78.9994893,Puntos_Paraderos,cyan,new,,,,
FEVI-228,-8.1083620,-78.9972496,Puntos_Paraderos,cyan,new,,,,
FEVI-229,-8.1064536,-78.9994738,Puntos_Paraderos,cyan,new,,,,
FEVI-230,-8.1081747,-78.9971167,Puntos_Paraderos,cyan,new,,,,
GPRA-420,-8.1203533,-79.0192133,Puntos_Paraderos,cyan,new,,,,
GPRA-421,-8.1174099,-79.0201216,Puntos_Paraderos,cyan,new,,,,
GUZBA-459,-8.1062125,-79.0059729,Puntos_Paraderos,cyan,new,,,,
GUZBA-460,-8.1063632,-79.0063226,Puntos_Paraderos,cyan,new,,,,
HOND-315,-8.1065909,-79.0038308,Puntos_Paraderos,cyan,new,,,,
HOND-316,-8.1066619,-79.0035727,Puntos_Paraderos,cyan,new,,,,
HOND-317,-8.1089912,-79.0032359,Puntos_Paraderos,cyan,new,,,,
HOND-318,-8.1089675,-79.0034356,Puntos_Paraderos,cyan,new,,,,
HSJ-231,-8.1253041,-79.0356127,Puntos_Paraderos,cyan,new,,,,
HSJ-232,-8.1252520,-79.0353629,Puntos_Paraderos,cyan,new,,,,
HSJ-233,-8.1229207,-79.0346739,Puntos_Paraderos,cyan,new,,,,
HSJ-235,-8.1200729,-79.0334941,Puntos_Paraderos,cyan,new,,,,
HSJ-236,-8.1198823,-79.0331823,Puntos_Paraderos,cyan,new,,,,
HUALL-510,-8.1032765,-79.0214468,Puntos_Paraderos,cyan,new,,,,
HUALL-511,-8.1064512,-79.0171172,Puntos_Paraderos,cyan,new,,,,
HUAS-444,-8.0901927,-78.9953726,Puntos_Paraderos,cyan,new,,,,
HUAY-495,-8.1173316,-79.0220605,Puntos_Paraderos,cyan,new,,,,
JEN-140,-8.1129254,-79.0342059,Puntos_Paraderos,cyan,new,,,,
JEN-147,-8.1078204,-79.0435754,Puntos_Paraderos,cyan,new,,,,
JEN-150,-8.1023419,-79.0512339,Puntos_Paraderos,cyan,new,,,,
JOIN-465,-8.1251700,-79.0191382,Puntos_Paraderos,cyan,new,,,,
JOIN-466,-8.1224318,-79.0148852,Puntos_Paraderos,cyan,new,,,,
JOIN-467,-8.1236828,-79.0162783,Puntos_Paraderos,cyan,new,,,,
JPT-127,-8.1159949,-79.0375486,Puntos_Paraderos,cyan,new,,,,
JPT-128,-8.1155150,-79.0368006,Puntos_Paraderos,cyan,new,,,,
JPT-132,-8.1233173,-79.0438474,Puntos_Paraderos,cyan,new,,,,
JPT-135,-8.1234372,-79.0436346,Puntos_Paraderos,cyan,new,,,,
JPT-138,-8.1121646,-79.0342528,Puntos_Paraderos,cyan,merge,11910518831,Avenida Jesús de Nazareth,18.4,
JUL-436,-8.1175878,-79.0288676,Puntos_Paraderos,cyan,new,,,,
JUL-438,-8.1207964,-79.0250079,Puntos_Paraderos,cyan,new,,,,
JUN-284,-8.1058153,-79.0187745,Puntos_Paraderos,cyan,new,,,,
JUN-285,-8.1040335,-79.0172476,Puntos_Paraderos,cyan,new,,,,
JUN-286,-8.1021076,-79.0151810,Puntos_Paraderos,cyan,new,,,,
LAM-416,-8.1292768,-79.0213849,Puntos_Paraderos,cyan,new,,,,
LAM-417,-8.1293166,-79.0215133,Puntos_Paraderos,cyan,new,,,,
MAN-512,-8.1017959,-79.0212347,Puntos_Paraderos,cyan,new,,,,
MANT-100,-8.1039363,-79.0373475,Puntos_Paraderos,cyan,new,,,,
MANT-101,-8.1026501,-79.0398522,Puntos_Paraderos,cyan,new,,,,
MANT-103,-8.1042714,-79.0364368,Puntos_Paraderos,cyan,new,,,,
MANT-105,-8.1011972,-79.0458681,Puntos_Paraderos,cyan,new,,,,
MANT-113,-8.1009718,-79.0551083,Puntos_Paraderos,cyan,new,,,,
MARVA-518,-8.1281068,-79.0205300,Puntos_Paraderos,cyan,new,,,,
MAVE-351,-8.1013135,-79.0351947,Puntos_Paraderos,cyan,new,,,,
MAVE-353,-8.1026304,-79.0334840,Puntos_Paraderos,cyan,new,,,,"Rechazado OSM 11896286020 (lado opuesto, 29.2m). "
MAVE-354,-8.1033444,-79.0324950,Puntos_Paraderos,cyan,new,,,,
MEI-392,-8.0912168,-79.0448683,Puntos_Paraderos,cyan,new,,,,
MEI-395,-8.0910041,-79.0447532,Puntos_Paraderos,cyan,new,,,,
MEI-398,-8.0909595,-79.0519971,Puntos_Paraderos,cyan,new,,,,
MEI-399,-8.0910902,-79.0483439,Puntos_Paraderos,cyan,new,,,,
MEII-386,-8.0990339,-79.0489570,Puntos_Paraderos,cyan,new,,,,
MEII-389,-8.0964232,-79.0481369,Puntos_Paraderos,cyan,new,,,,
MEII-390,-8.0930797,-79.0480310,Puntos_Paraderos,cyan,new,,,,
MEII-391,-8.0933661,-79.0478503,Puntos_Paraderos,cyan,new,,,,
MI-504,-8.1297567,-79.0210365,Puntos_Paraderos,cyan,new,,,,
MM-516,-8.1081327,-79.0140259,Puntos_Paraderos,cyan,new,,,,
MRFT-153,-8.0879777,-79.0158277,Puntos_Paraderos,cyan,new,,,,
MRFT-154,-8.0902940,-79.0167158,Puntos_Paraderos,cyan,new,,,,
MRFT-155,-8.0909035,-79.0173183,Puntos_Paraderos,cyan,new,,,,
MRFT-157,-8.0931474,-79.0184435,Puntos_Paraderos,cyan,new,,,,
MRFT-159,-8.0958311,-79.0195201,Puntos_Paraderos,cyan,new,,,,
MRFT-160,-8.0979726,-79.0202265,Puntos_Paraderos,cyan,new,,,,
MRFT-161,-8.0982254,-79.0205478,Puntos_Paraderos,cyan,new,,,,
MRFT-162,-8.1004330,-79.0215513,Puntos_Paraderos,cyan,new,,,,
MRFT-163,-8.1008373,-79.0220679,Puntos_Paraderos,cyan,new,,,,
MRFT-166,-8.1046834,-79.0250005,Puntos_Paraderos,cyan,new,,,,
NA-527,-8.1069554,-79.0348635,Puntos_Paraderos,cyan,new,,,,
NPT-198,-8.1017164,-79.0358546,Puntos_Paraderos,cyan,merge,11896286019,Avenida Teodoro Valcárcel,23.4,
NPT-199,-8.1010808,-79.0364397,Puntos_Paraderos,cyan,new,,,,
NPT-200,-8.0968149,-79.0383633,Puntos_Paraderos,cyan,new,,,,"Rechazado OSM 11910518838 (lado opuesto, 28.8m). "
NPT-201,-8.0920105,-79.0405114,Puntos_Paraderos,cyan,new,,,,
NPT-202,-8.0941299,-79.0395750,Puntos_Paraderos,cyan,new,,,,
NPT-203,-8.0937486,-79.0395386,Puntos_Paraderos,cyan,new,,,,
NPT-204,-8.0994436,-79.0371447,Puntos_Paraderos,cyan,new,,,,
NPT-206,-8.0959838,-79.0385055,Puntos_Paraderos,cyan,new,,,,
NPT-207,-8.0984838,-79.0374159,Puntos_Paraderos,cyan,new,,,,"Rechazado OSM 4649094889 (lado opuesto, 21.8m). "
NPT-208,-8.0868615,-79.0426916,Puntos_Paraderos,cyan,new,,,,
NPT-209,-8.0893164,-79.0415494,Puntos_Paraderos,cyan,new,,,,
NPT-210,-8.0881646,-79.0422169,Puntos_Paraderos,cyan,new,,,,
PE-240,-8.1042749,-79.0193401,Puntos_Paraderos,cyan,new,,,,
PE-244,-8.1005072,-79.0153155,Puntos_Paraderos,cyan,new,,,,
PE-246,-8.0977090,-79.0123873,Puntos_Paraderos,cyan,new,,,,
PEMU-341,-8.1087252,-79.0354155,Puntos_Paraderos,cyan,new,,,,
PESQT-404,-8.0925014,-79.0005089,Puntos_Paraderos,cyan,new,,,,
PESQT-405,-8.0931011,-78.9998172,Puntos_Paraderos,cyan,new,,,,
PFRAZ-423,-8.1176022,-79.0150699,Puntos_Paraderos,cyan,new,,,,
PFRAZ-424,-8.1213726,-79.0103262,Puntos_Paraderos,cyan,new,,,,
PFRAZ-425,-8.1211779,-79.0109713,Puntos_Paraderos,cyan,new,,,,
PFRAZ-426,-8.1201758,-79.0116529,Puntos_Paraderos,cyan,new,,,,
PFRAZ-427,-8.1188209,-79.0131009,Puntos_Paraderos,cyan,new,,,,
PLAT-513,-8.1046472,-79.0072678,Puntos_Paraderos,cyan,new,,,,
PLUN-287,-8.1000516,-79.0128853,Puntos_Paraderos,cyan,new,,,,
PLUN-292,-8.0912889,-79.0071829,Puntos_Paraderos,cyan,new,,,,
PLUN-293,-8.0912816,-79.0073701,Puntos_Paraderos,cyan,new,,,,
PLUN-295,-8.0880252,-79.0050238,Puntos_Paraderos,cyan,new,,,,
PRO-445,-8.0910758,-79.0263178,Puntos_Paraderos,cyan,new,,,,
PRO-446,-8.0912600,-79.0262441,Puntos_Paraderos,cyan,new,,,,
PSAN-273,-8.0868279,-79.0113096,Puntos_Paraderos,cyan,new,,,,
PSAN-274,-8.0895518,-79.0125645,Puntos_Paraderos,cyan,new,,,,
PSAN-276,-8.0896911,-79.0128603,Puntos_Paraderos,cyan,new,,,,
PSAN-281,-8.0971487,-79.0162482,Puntos_Paraderos,cyan,new,,,,
PUN-521,-8.1049147,-79.0176218,Puntos_Paraderos,cyan,new,,,,
PUN-522,-8.1069779,-79.0152031,Puntos_Paraderos,cyan,new,,,,
RASAN-472,-8.1061800,-79.0068118,Puntos_Paraderos,cyan,new,,,,
RASAN-473,-8.1034250,-79.0055867,Puntos_Paraderos,cyan,new,,,,
RASAN-474,-8.1034844,-79.0057225,Puntos_Paraderos,cyan,new,,,,
REP-469,-8.0989167,-79.0498468,Puntos_Paraderos,cyan,new,,,,
REP-470,-8.0962699,-79.0488715,Puntos_Paraderos,cyan,new,,,,
RIP-322,-8.1123406,-79.0055578,Puntos_Paraderos,cyan,new,,,,
RIP-325,-8.1131813,-79.0107178,Puntos_Paraderos,cyan,new,,,,
RIP-327,-8.1131272,-79.0131415,Puntos_Paraderos,cyan,new,,,,
RIP-329,-8.1123146,-79.0149878,Puntos_Paraderos,cyan,new,,,,
RIP-330,-8.1113391,-79.0161184,Puntos_Paraderos,cyan,new,,,,
RJ-515,-8.1048656,-79.0372314,Puntos_Paraderos,cyan,new,,,,
ROME-534,-8.1055513,-79.0071712,Puntos_Paraderos,cyan,new,,,,
SALVLA-296,-8.1049117,-79.0298805,Puntos_Paraderos,cyan,new,,,,
SALVLA-299,-8.1013836,-79.0268945,Puntos_Paraderos,cyan,new,,,,
SALVLA-300,-8.1011135,-79.0269347,Puntos_Paraderos,cyan,new,,,,
SALVLA-304,-8.0964750,-79.0224672,Puntos_Paraderos,cyan,new,,,,
SAN-268,-8.0999260,-79.0170930,Puntos_Paraderos,cyan,new,,,,
SANTR-384,-8.1171619,-79.0065884,Puntos_Paraderos,cyan,new,,,,
SANTR-385,-8.1170584,-79.0064732,Puntos_Paraderos,cyan,new,,,,
SB-530,-8.1077729,-79.0017552,Puntos_Paraderos,cyan,new,,,,
SB-531,-8.1078838,-79.0017927,Puntos_Paraderos,cyan,new,,,,
SOCR-499,-8.1031010,-79.0072731,Puntos_Paraderos,cyan,new,,,,
SS-507,-8.0912862,-78.9949152,Puntos_Paraderos,cyan,new,,,,
TEVA-338,-8.0954540,-79.0285712,Puntos_Paraderos,cyan,new,,,,
TEVA-339,-8.0951950,-79.0286240,Puntos_Paraderos,cyan,new,,,,
TUPAT-116,-8.1017587,-79.0255256,Puntos_Paraderos,cyan,new,,,,
TUPAT-117,-8.0994353,-79.0279424,Puntos_Paraderos,cyan,new,,,,
TUPAT-119,-8.0969634,-79.0301206,Puntos_Paraderos,cyan,new,,,,
TUPAT-121,-8.0939150,-79.0336175,Puntos_Paraderos,cyan,new,,,,
TUPAT-122,-8.0942732,-79.0328992,Puntos_Paraderos,cyan,new,,,,
TUPAT-125,-8.0891591,-79.0381247,Puntos_Paraderos,cyan,new,,,,
TUPAT-126,-8.0875554,-79.0402613,Puntos_Paraderos,cyan,new,,,,
TUYU-492,-8.1216266,-79.0229268,Puntos_Paraderos,cyan,new,,,,
TUYU-493,-8.1193689,-79.0235716,Puntos_Paraderos,cyan,new,,,,
VF-478,-8.1278301,-79.0210377,Puntos_Paraderos,cyan,new,,,,
VLHT-92,-8.1168802,-79.0323048,Puntos_Paraderos,cyan,new,,,,
VLHT-93,-8.1191349,-79.0342216,Puntos_Paraderos,cyan,new,,,,
VLHT-94,-8.1199451,-79.0346467,Puntos_Paraderos,cyan,new,,,,
VLHT-95,-8.1223763,-79.0370457,Puntos_Paraderos,cyan,new,,,,
VLHT-98,-8.1259368,-79.0398068,Puntos_Paraderos,cyan,merge,11910359970,Avenida los Colibries,11.2,
YP-506,-8.0910439,-78.9945504,Puntos_Paraderos,cyan,new,,,,
