nombre_kml,lat,lon,capa_kml,gtfs_mas_cercano,distancia_metros
PAT-1,-8.051135145999979,-79.00134169099994,Consolidado,PAT-16,368
PAT-10 / PAT-11,-8.064585597999951,-79.00639285099999,Consolidado,PAT-57,555
PAT-100 / PAT-101,-8.063398786999926,-79.01606513799999,Consolidado,Avenida Dos,199
PAT-104 / PAT-105,-8.064423079999926,-79.02153656099995,Consolidado,Prolongación Avenida 12 de Noviembre y Avenida Albania,98
PAT-106 / PAT-69,-8.058157293999955,-79.02316875699995,Consolidado,PAT-134,227
PAT-107,-8.06590373499995,-79.01732041299994,Consolidado,Avenida Dos,112
PAT-108 / PAT-109,-8.062232044999973,-79.01798478899997,Consolidado,PAT-102,213
PAT-112 / PAT-113,-8.066300843999954,-79.01938965199997,Consolidado,PAT-97,124
PAT-114 / PAT-115,-8.063492835999966,-79.01999183499998,Consolidado,PAT-102,132
PAT-117 / PAT-118,-8.061355005999928,-79.01967253299995,Consolidado,PAT-116,149
PAT-119,-8.06304171599993,-79.02072328099996,Consolidado,Avenida Albania,90
PAT-12 / PAT-4,-8.061797411999976,-79.00463073799995,Consolidado,PAT-57,453
PAT-120 / PAT-121,-8.062237078999942,-79.02169396499994,Consolidado,Avenida Albania,91
PAT-122 / PAT-123,-8.059802729999944,-79.02204969899998,Consolidado,PAT-116,175
PAT-126 / PAT-127,-8.058975937999946,-79.01941342199996,Consolidado,PAT-128,69
PAT-13,-8.05832701099996,-79.00349920799994,Consolidado,PAT-30,251
PAT-130 / PAT-131,-8.057514437999941,-79.02196766599997,Consolidado,PAT-134,163
PAT-133,-8.057685056999958,-79.02032910699995,Consolidado,PAT-128,223
PAT-135 / PAT-136,-8.070127295999953,-79.02964599399996,Consolidado,PAT-142,333
PAT-137 / PAT-138 / PAT-139,-8.07026287399998,-79.03256121899994,Consolidado,PAT-142,309
PAT-140 / PE-331,-8.066938113999981,-79.03286928399996,Consolidado,PAT-142,180
PAT-143 / PAT-144,-8.063680601999977,-79.02830443199997,Consolidado,Avenida Dinamarca y Prolongación Calle 7 de Julio,78
PAT-145 / PAT-146,-8.064682964999975,-79.03005104499994,Consolidado,Avenida Dinamarca y Prolongación Calle 7 de Julio,208
PAT-147 / PAT-148,-8.06580921899996,-79.03005419399994,Consolidado,Prolongación Calle 7 de Julio,203
PAT-149 / PAT-150,-8.064410453999926,-79.03195656599996,Consolidado,PAT-154,200
PAT-15,-8.051215774999946,-79.00127847299996,Consolidado,PAT-16,374
PAT-151 / PAT-152,-8.06497719899994,-79.03275909599995,Consolidado,PAT-154,268
PAT-156 / PAT-157,-8.066124714999944,-79.03024147799994,Consolidado,Prolongación Calle 7 de Julio,208
PAT-18 / PAT-19,-8.067626188999952,-79.01298216299995,Consolidado,PAT-75,271
PAT-20 / PAT-21,-8.066668323999977,-79.01025003399997,Consolidado,PAT-75,521
PAT-22 / PAT-23,-8.065718856999979,-79.00775336399994,Consolidado,PAT-51,623
PAT-24 / PAT-25,-8.065123325999934,-79.00465815599995,Consolidado,Calle Inca Roca y Calle Ascencio Vergara,688
PAT-26 / PAT-27,-8.066069867999943,-79.00698715099998,Consolidado,Calle Inca Roca y Calle Ascencio Vergara,571
PAT-28 / PAT-5,-8.06304146499997,-79.00756391899995,Consolidado,PAT-57,351
PAT-29 / PAT-6,-8.06129088299997,-79.00665610099998,Consolidado,PAT-57,234
PAT-3,-8.058287795999945,-79.00359419899996,Consolidado,PAT-30,240
PAT-32,-8.054509934999942,-79.00470714799997,Consolidado,PAT-14,248
PAT-33,-8.05455939199993,-79.00461937699998,Consolidado,PAT-14,238
PAT-34,-8.052422632999935,-79.00595739599999,Consolidado,Sin nombre,324
PAT-35,-8.052547279999942,-79.00607846199995,Consolidado,Sin nombre,338
PAT-36,-8.049568387999955,-79.00328979699998,Consolidado,Sin nombre,288
PAT-38 / PAT-39,-8.050613487999954,-79.00796285999996,Consolidado,Calle 10,246
PAT-40,-8.053878207999958,-79.00903499699996,Consolidado,PAT-43,395
PAT-41,-8.053940072999978,-79.00895348399996,Consolidado,PAT-43,391
PAT-46,-8.065606698999943,-79.01195133499994,Consolidado,PAT-75,336
PAT-47,-8.065517671999942,-79.01197589099996,Consolidado,PAT-75,336
PAT-48,-8.063631015999931,-79.01088111099995,Consolidado,PAT-51,328
PAT-49,-8.063565638999933,-79.01080149499995,Consolidado,PAT-51,319
PAT-54 / PAT-55,-8.059433952999939,-79.01040088299999,Consolidado,PAT-51,145
PAT-62,-8.060905951999928,-79.02311118599994,Consolidado,Avenida Dinamarca y Prolongación Avenida 12 de Noviembre,277
PAT-63,-8.061014322999938,-79.02304459699997,Consolidado,Avenida Dinamarca y Prolongación Avenida 12 de Noviembre,264
PAT-64,-8.069072736999942,-79.02150285099998,Consolidado,PAT-79,155
PAT-65,-8.068996761999927,-79.02160755099999,Consolidado,PAT-79,158
PAT-67,-8.06550434299993,-79.02654472199998,Consolidado,Calle China y Prolongación Avenida Las Margaritas y Avenida Dinamarca,156
PAT-68,-8.061843880999959,-79.02560772599998,Consolidado,Calle China y Prolongación Avenida Las Margaritas y Avenida Dinamarca,270
PAT-7,-8.06075878799993,-79.00837496499997,Consolidado,PAT-57,88
PAT-70,-8.067409316999942,-79.01546614099993,Consolidado,PAT-75,149
PAT-71 / PAT-77,-8.063673058999939,-79.01617686899993,Consolidado,Avenida Dos,167
PAT-73,-8.065406119999977,-79.02642280499998,Consolidado,Calle China y Prolongación Avenida Las Margaritas y Avenida Dinamarca,146
PAT-74,-8.06188900099994,-79.02549890199998,Consolidado,Calle China y Prolongación Avenida Las Margaritas y Avenida Dinamarca,270
PAT-76,-8.06736319199996,-79.01554606299999,Consolidado,PAT-75,148
PAT-8 / PAT-9,-8.064516799999979,-79.00341896099997,Consolidado,PAT-57,738
PAT-81,-8.067219948999934,-79.02036476799998,Consolidado,PAT-79,100
PAT-82 / PAT-85,-8.066793339999947,-79.01829068999996,Consolidado,PAT-83,153
PAT-84,-8.067117024999959,-79.02039824399998,Consolidado,PAT-79,111
PAT-86 / PAT-87,-8.06971443699996,-79.02783714799995,Consolidado,PAT-66,205
PAT-91 / PAT-92,-8.063724355999966,-79.02420789499996,Consolidado,Prolongación Avenida 12 de Noviembre,178
PAT-98 / PAT-99,-8.06510381399994,-79.01766596599998,Consolidado,Avenida Dos,84
PE-1,-8.051992577999954,-79.05901765099998,Consolidado,PE-280,213
PE-10,-8.053387202999943,-79.07896833499996,Consolidado,Jirón los Robles,132
PE-101,-8.050712415999953,-79.05194078699998,Consolidado,Calle Libertad,231
PE-102 / PE-112,-8.04932211299996,-79.05012206299995,Consolidado,PE-108,173
PE-103,-8.050096443999962,-79.05117566299998,Consolidado,Calle Libertad,263
PE-104 / PE-117,-8.047901864999972,-79.05269459699997,Consolidado,Calle Libertad,164
PE-106,-8.043770613999925,-79.05161701599997,Consolidado,PE-116,254
PE-107,-8.045844531999933,-79.05005859999994,Consolidado,PE-108,226
PE-109,-8.053120391999926,-79.05011229399997,Consolidado,Calle 11 y Calle los Geranios,317
PE-11,-8.047510072999955,-79.06875001599997,Consolidado,Jirón Brasil,201
PE-111,-8.050789203999955,-79.05186037899995,Consolidado,Calle Libertad,243
PE-114,-8.045493055999941,-79.05022412699998,Consolidado,PE-116,248
PE-115,-8.04376323699995,-79.05148155999996,Consolidado,PE-116,260
PE-118,-8.050025448999975,-79.05136412499996,Consolidado,Calle Libertad,241
PE-12,-8.049005428999976,-79.07049575499997,Consolidado,Jirón Brasil,145
PE-120,-8.052881732999936,-79.05013143099995,Consolidado,Calle 11 y Calle los Geranios,344
PE-121,-8.05514521899994,-79.07868211699997,Consolidado,Jirón los Robles,143
PE-122,-8.055495105999967,-79.07685121899993,Consolidado,Jirón los Robles,203
PE-123,-8.05766179099993,-79.07493186399995,Consolidado,Jirón los Tulipanes,268
PE-124,-8.057341617999953,-79.07377679799998,Consolidado,Jirón los Tulipanes,332
PE-125,-8.058787346999964,-79.07456477799997,Consolidado,Jirón los Tulipanes,151
PE-126,-8.055408184999976,-79.07461527099997,Consolidado,Jirón los Robles,400
PE-127,-8.052220449999936,-79.07534835399997,Consolidado,Jirón los Robles,355
PE-128,-8.053864846999943,-79.07390272599997,Consolidado,Avenida José Faustino Sánchez Carrión,419
PE-129,-8.052962692999927,-79.07828739499996,Consolidado,Jirón los Robles,126
PE-13,-8.050974400999962,-79.07276339599997,Consolidado,Avenida José Faustino Sánchez Carrión,370
PE-130,-8.051014794999958,-79.07601699999998,Consolidado,Jirón los Robles,402
PE-131,-8.049205607999966,-79.07389696499996,Consolidado,Jirón Brasil,403
PE-132,-8.047364933999972,-79.07181711499999,Consolidado,Jirón Brasil,143
PE-134,-8.054412958999933,-79.07668623299998,Consolidado,Jirón los Robles,148
PE-135,-8.052619077999964,-79.07456265999997,Consolidado,Jirón los Robles,409
PE-136,-8.050851259999945,-79.07248251499999,Consolidado,Avenida José Faustino Sánchez Carrión,356
PE-137,-8.049026589999926,-79.07036052399997,Consolidado,Jirón Brasil,149
PE-138,-8.047412531999953,-79.06843252599998,Consolidado,Jirón Brasil,237
PE-139,-8.05101248799997,-79.07103163699998,Consolidado,Avenida José Faustino Sánchez Carrión,250
PE-14,-8.052974784999947,-79.07512619099998,Consolidado,Jirón los Robles,337
PE-140,-8.049164750999978,-79.06886957199998,Consolidado,Avenida José Faustino Sánchez Carrión y Jirón Brasil,92
PE-141,-8.055857557999957,-79.07154112399996,Consolidado,Avenida José Faustino Sánchez Carrión,342
PE-142,-8.053693307999936,-79.07039568299996,Consolidado,Avenida José Faustino Sánchez Carrión,71
PE-143,-8.05361831199997,-79.06813228599998,Consolidado,PE-150,173
PE-144,-8.055016635999948,-79.06543637199997,Consolidado,PE-150,295
PE-145,-8.05616573499998,-79.06324371999995,Consolidado,PE-150,548
PE-149,-8.052526099999966,-79.05870361199999,Consolidado,PE-280,144
PE-15,-8.05454278999997,-79.07695595099995,Consolidado,Jirón los Robles,125
PE-151,-8.050788773999955,-79.06579563999998,Consolidado,PE-150,246
PE-152,-8.048900183999933,-79.06038561699995,Consolidado,PE-148,271
PE-153,-8.047637426999927,-79.06272403599996,Consolidado,PE-147,275
PE-154,-8.046516597999926,-79.06487627099995,Consolidado,PE-4,241
PE-155,-8.067230841999958,-79.07551524199994,Consolidado,PE-172,434
PE-156 / PE-28,-8.064596735999942,-79.07852072399999,Consolidado,Avenida Pisacc,168
PE-157,-8.06581521499993,-79.07696897899996,Consolidado,Avenida Pisacc,385
PE-158,-8.056679244999941,-79.07929303699996,Consolidado,Jirón los Robles,325
PE-159,-8.059452928999974,-79.07612328399995,Consolidado,Jirón los Tulipanes,142
PE-16,-8.04896224199996,-79.06880416199994,Consolidado,Avenida José Faustino Sánchez Carrión y Jirón Brasil,110
PE-160,-8.065166297999951,-79.06533299099993,Consolidado,PE-265,315
PE-163,-8.06387091199997,-79.06699467199996,Consolidado,PE-161,343
PE-164,-8.062900861999935,-79.06949133699999,Consolidado,PE-172,406
PE-165,-8.061771128999965,-79.07164992599996,Consolidado,PE-172,314
PE-166,-8.060665184999948,-79.07380459799998,Consolidado,PE-170,125
PE-167,-8.064416601999937,-79.06830228499996,Consolidado,PE-161,242
PE-168,-8.063717481999959,-79.07029810599994,Consolidado,PE-172,293
PE-169,-8.062633238999979,-79.07235514099995,Consolidado,PE-172,196
PE-17,-8.051042332999941,-79.07123778899995,Consolidado,Avenida José Faustino Sánchez Carrión,256
PE-171,-8.065408674999958,-79.07076479899996,Consolidado,Avenida el Sol,242
PE-173,-8.06323243199995,-79.07498012799994,Consolidado,PE-170,199
PE-174,-8.063959972999953,-79.07859655999994,Consolidado,Avenida Pisacc,138
PE-175,-8.057535292999944,-79.07779650699996,Consolidado,Jirón los Robles,387
PE-176,-8.060174657999937,-79.07699603199995,Consolidado,Jirón los Tulipanes,221
PE-177,-8.058260005999955,-79.07864314999995,Consolidado,Jirón los Tulipanes,450
PE-178,-8.075538562999952,-79.04312774399995,Consolidado,PE-82,219
PE-179,-8.077805181999963,-79.04189367299995,Consolidado,PE-82,458
PE-18,-8.04941406499995,-79.06845712299997,Consolidado,Avenida José Faustino Sánchez Carrión y Jirón Brasil,56
PE-180,-8.062201878999929,-79.04994684299999,Consolidado,PE-192,85
PE-181,-8.064856751999969,-79.04925314399998,Consolidado,PE-192,255
PE-182,-8.067710346999945,-79.04813640699996,Consolidado,PE-189,273
PE-183,-8.069628382999952,-79.04719338199999,Consolidado,PE-79,301
PE-184,-8.072036596999965,-79.04580583399996,Consolidado,PE-242,318
PE-185,-8.074817010999936,-79.04432079999998,Consolidado,PE-82,248
PE-186,-8.077108704999944,-79.04302058699994,Consolidado,PE-82,384
PE-187,-8.079271809999966,-79.04182426699998,Consolidado,PE-306,461
PE-188,-8.06353073899993,-79.05178851399995,Consolidado,PE-233,157
PE-19,-8.051161129999969,-79.06937411599995,Consolidado,Avenida José Faustino Sánchez Carrión y Jirón Brasil,168
PE-190 / PE-83,-8.075399091999941,-79.04138890299998,Consolidado,PE-82,216
PE-191,-8.077385393999975,-79.04038438699996,Consolidado,PE-82,463
PE-193,-8.06543129299996,-79.04846217799997,Consolidado,PE-192,331
PE-194,-8.06831022199998,-79.04699984799998,Consolidado,PE-78,227
PE-195,-8.070455967999976,-79.04586833699994,Consolidado,PE-79,232
PE-196,-8.072947781999972,-79.04441671299998,Consolidado,PE-82,241
PE-197,-8.071951214999956,-79.04913043299996,Consolidado,PE-44,283
PE-199,-8.077263364999965,-79.04616247599995,Consolidado,PE-225,175
PE-20,-8.053801316999966,-79.07079378999998,Consolidado,Avenida José Faustino Sánchez Carrión,104
PE-200,-8.079832213999964,-79.04468570199998,Consolidado,PE-306,206
PE-201 / PE-49,-8.072319952999976,-79.05057148899994,Consolidado,PE-48,313
PE-203 / PE-40,-8.072978423999928,-79.05498093299997,Consolidado,PE-48,195
PE-204,-8.07083221399995,-79.05577851799995,Consolidado,PE-205,365
PE-206,-8.06561923299995,-79.05758845599996,Consolidado,PE-35,178
PE-209 / PE-36,-8.064958452999974,-79.06034684599996,Consolidado,PE-268,202
PE-21,-8.056347961999961,-79.07210802499998,Consolidado,Avenida José Faustino Sánchez Carrión,420
PE-210,-8.067323622999936,-79.06060083599994,Consolidado,PE-268,234
PE-211,-8.070973281999954,-79.05933128599997,Consolidado,PE-97,233
PE-212,-8.073529833999942,-79.05833971099997,Consolidado,PE-215,206
PE-214 / PE-96,-8.073240295999938,-79.06149210699994,Consolidado,PE-97,119
PE-216,-8.074295423999956,-79.05643468199997,Consolidado,PE-217,196
PE-218,-8.078439439999954,-79.05576914299996,Consolidado,PE-217,286
PE-219 / PE-90,-8.080852052999944,-79.05486382999999,Consolidado,PE-245,309
PE-22,-8.060287823999943,-79.07697199899997,Consolidado,Jirón los Tulipanes,219
PE-220,-8.08089318499998,-79.05016070699997,Consolidado,PE-245,292
PE-221,-8.077988563999952,-79.05148006799999,Consolidado,PE-245,484
PE-222,-8.075489923999953,-79.05265308899999,Consolidado,PE-48,254
PE-223,-8.072578047999968,-79.04912380299999,Consolidado,PE-44,221
PE-224,-8.075678170999936,-79.04776460199997,Consolidado,PE-44,160
PE-226 / PE-91,-8.080756747999942,-79.04847469999999,Consolidado,PE-225,319
PE-228,-8.056784577999963,-79.05021983399996,Consolidado,Calle 11 y Calle los Geranios,96
PE-229,-8.057520129999943,-79.04887287399998,Consolidado,PE-227,204
PE-23,-8.05843435099996,-79.07856919999995,Consolidado,Jirón los Tulipanes,434
PE-230,-8.056431127999929,-79.05093760899996,Consolidado,PE-69,67
PE-234,-8.062785319999932,-79.04787304799999,Consolidado,PE-192,156
PE-235,-8.064439252999932,-79.04615705799995,Consolidado,PE-238,187
PE-236,-8.04598928699994,-79.05737732999995,Consolidado,PE-276,393
PE-24,-8.056603447999976,-79.07934696799998,Consolidado,Jirón los Robles,320
PE-241,-8.067931457999975,-79.04758247999996,Consolidado,PE-78,257
PE-244,-8.073757112999942,-79.04124998799995,Consolidado,PE-82,123
PE-247 / PE-248,-8.08213580499995,-79.04920395799996,Consolidado,PE-245,356
PE-249,-8.08196918799996,-79.04695449299999,Consolidado,PE-306,187
PE-25,-8.058097030999932,-79.08108660899995,Consolidado,Avenida los Tulipanes y Avenida los Cipreses,288
PE-250,-8.08114932999996,-79.04661597799998,Consolidado,PE-306,152
PE-251,-8.071363307999945,-79.06271880599996,Consolidado,PE-256,204
PE-252,-8.071421947999966,-79.06280713499996,Consolidado,PE-256,192
PE-257 / PE-258,-8.071209284999952,-79.06709391899994,Consolidado,PE-255,265
PE-259 / PE-260,-8.070119782999939,-79.06992791199997,Consolidado,Avenida Nuevo Trujillo y Avenida el Sol,275
PE-26,-8.059481667999933,-79.08271962499998,Consolidado,Avenida los Tulipanes y Avenida los Cipreses,51
PE-261 / PE-262,-8.068954405999932,-79.07265425399999,Consolidado,PE-33,145
PE-263,-8.069106451999971,-79.06721029999994,Consolidado,PE-161,312
PE-264,-8.068910338999956,-79.06688736899997,Consolidado,PE-161,311
PE-269,-8.064592540999968,-79.06187555199995,Consolidado,PE-268,129
PE-27,-8.061923710999963,-79.08128394899995,Consolidado,Avenida Pisacc y Avenida Alan Garcia,188
PE-270,-8.06440190099994,-79.06184250499996,Consolidado,PE-268,150
PE-275,-8.053390276999949,-79.05520040799996,Consolidado,PE-277,107
PE-278,-8.057241087999955,-79.05986116599996,Consolidado,PE-280,453
PE-279,-8.05711451299993,-79.06004679599994,Consolidado,PE-280,451
PE-282,-8.053972933999944,-79.05580069799998,Consolidado,PE-277,119
PE-283 / PE-284,-8.047375648999946,-79.07091889099996,Consolidado,Jirón Brasil,53
PE-286,-8.081822736999925,-79.04004408299994,Consolidado,PE-289,395
PE-287,-8.08040633099995,-79.03751287599994,Consolidado,PE-289,715
PE-288 / PE-292,-8.084774188999972,-79.04093695499995,Consolidado,PE-289,277
PE-290,-8.081725897999945,-79.03995792099994,Consolidado,PE-289,409
PE-291,-8.080297918999975,-79.03738682299996,Consolidado,PFM-85,721
PE-293 / PE-294,-8.077568374999942,-79.03513166099998,Consolidado,PE-336,470
PE-295 / PE-296,-8.078913383999975,-79.03351434499996,Consolidado,PFM-85,309
PE-297 / PE-298,-8.075621268999953,-79.03491570999995,Consolidado,PE-336,262
PE-299 / PE-300,-8.080912324999929,-79.03245618499994,Consolidado,PFM-85,215
PE-30,-8.06546982499998,-79.06542857999995,Consolidado,PE-265,296
PE-301,-8.08300701099995,-79.04307776599995,Consolidado,PE-289,66
PE-302,-8.08375637599994,-79.04243329199994,Consolidado,PE-289,82
PE-307 / PE-308,-8.082387023999956,-79.04010145199999,Consolidado,PE-289,362
PE-309 / PE-310,-8.077980638999975,-79.03838119699998,Consolidado,PE-82,646
PE-31,-8.065914603999943,-79.07695485899995,Consolidado,Avenida Pisacc,393
PE-311,-8.076883775999931,-79.03761015199996,Consolidado,PE-336,563
PE-312,-8.076893299999938,-79.03750187799994,Consolidado,PE-336,554
PE-313 / PE-314,-8.080642544999932,-79.03690420999999,Consolidado,PFM-85,672
PE-315 / PE-316,-8.083655319999934,-79.03515726899997,Consolidado,PE-328,476
PE-317 / PE-318,-8.086508539999954,-79.03354258299998,Consolidado,PE-328,250
PE-319 / PE-320,-8.08162583199993,-79.03246115499996,Consolidado,PFM-85,268
PE-32,-8.067331028999945,-79.07549189499997,Consolidado,PE-172,441
PE-321 / PE-322,-8.077907508999942,-79.03582482099995,Consolidado,PE-336,534
PE-323 / PE-324,-8.080559481999956,-79.03432480899994,Consolidado,PFM-85,391
PE-325 / PE-326,-8.083478061999926,-79.03278117399998,Consolidado,PFM-69,258
PE-329 / PE-330,-8.07886092299998,-79.03241878899996,Consolidado,PFM-85,201
PE-332 / PE-333,-8.068327051999972,-79.03432111099994,Consolidado,PAT-142,325
PE-334 / PE-335,-8.062945002999982,-79.03391876799998,Consolidado,Calle Miguel Grau,104
PE-338 / PE-339,-8.071278932999974,-79.03421381599998,Consolidado,PE-336,259
PE-340,-8.067949617999943,-79.03457008599997,Consolidado,PAT-142,346
PE-341,-8.068601691999959,-79.03476602399996,Consolidado,PAT-142,380
PE-342,-8.06668151499997,-79.03573445399996,Consolidado,PAT-142,487
PE-343,-8.066502734999972,-79.03601585399997,Consolidado,PAT-142,522
PE-344,-8.067816654999945,-79.03741483899995,Consolidado,PAT-142,659
PE-345,-8.067571356999963,-79.03719689299999,Consolidado,PAT-142,635
PE-346,-8.066447818999961,-79.03960362899994,Consolidado,PE-238,594
PE-347,-8.066567043999953,-79.03956398999998,Consolidado,PE-238,600
PE-348,-8.063606726999978,-79.04042947999994,Consolidado,PE-351,396
PE-349,-8.06433861499994,-79.04177048899999,Consolidado,PE-238,375
PE-350,-8.06131817499994,-79.04356287299998,Consolidado,Calle las Azucenas y Calle los Rosales,148
PE-352,-8.080589750999934,-79.04189453599997,Consolidado,PE-289,362
PE-353,-8.080745595999929,-79.04185071699999,Consolidado,PE-289,348
PE-37,-8.066123379999965,-79.05732815799996,Consolidado,PE-205,186
PE-39,-8.070522970999946,-79.05585371699993,Consolidado,PE-205,330
PE-41,-8.075923141999965,-79.04774425299996,Consolidado,PE-44,187
PE-43,-8.063725664999936,-79.05200438399999,Consolidado,PE-233,177
PE-45,-8.076380660999973,-79.04683527899994,Consolidado,PE-44,271
PE-46,-8.079254674999959,-79.04519408399995,Consolidado,PE-225,133
PE-47,-8.07440184799998,-79.05650487699995,Consolidado,PE-217,183
PE-5,-8.046722294999938,-79.06858449299995,Consolidado,Avenida Manuel Scorza y Jirón Álamos,180
PE-50,-8.072489685999926,-79.04925645599997,Consolidado,PE-44,237
PE-52,-8.06466577699996,-79.04930352299994,Consolidado,PE-192,234
PE-53,-8.067620560999956,-79.04824908099994,Consolidado,PE-189,260
PE-54,-8.069721492999975,-79.04710101699999,Consolidado,PE-79,294
PE-55,-8.072162447999972,-79.04564644599998,Consolidado,PE-242,311
PE-56,-8.074679488999948,-79.04436646499994,Consolidado,PE-82,245
PE-57,-8.076951969999925,-79.04311664699998,Consolidado,PE-82,369
PE-58,-8.078735611999946,-79.04211071399999,Consolidado,PE-225,464
PE-59,-8.062025271999971,-79.05002817599996,Consolidado,PE-192,103
PE-6,-8.045890141999962,-79.07020991799999,Consolidado,Avenida Manuel Scorza y Jirón Álamos,77
PE-61,-8.065545848999932,-79.04839867599998,Consolidado,PE-189,329
PE-62,-8.068434599999932,-79.04697136399994,Consolidado,PE-78,234
PE-63,-8.070545866999964,-79.04575683199994,Consolidado,PE-79,233
PE-64,-8.072889541999928,-79.04451851199997,Consolidado,PE-82,254
PE-65,-8.075377535999962,-79.04317728299998,Consolidado,PE-82,205
PE-66,-8.077593459999946,-79.04196059299994,Consolidado,PE-82,434
PE-7,-8.047731780999925,-79.07235953899999,Consolidado,Jirón Brasil,198
PE-70,-8.057263232999958,-79.04898811099997,Consolidado,PE-227,178
PE-71,-8.059992706999935,-79.04799449799998,Consolidado,PE-231,63
PE-74,-8.063247433999948,-79.04747140199999,Consolidado,PE-192,212
PE-75,-8.064864081999929,-79.04579728699997,Consolidado,PE-238,126
PE-77,-8.067959887999962,-79.04781160499994,Consolidado,PE-78,281
PE-8,-8.049481666999952,-79.07440074899995,Consolidado,Jirón Brasil,467
PE-84,-8.07754388899997,-79.04036887999996,Consolidado,PE-82,479
PE-85,-8.075376138999957,-79.05267559199996,Consolidado,PE-48,241
PE-86,-8.078172835999965,-79.05147621699996,Consolidado,PE-245,465
PE-87,-8.081063502999939,-79.05016930299996,Consolidado,PE-245,282
PE-89,-8.078487374999952,-79.05589695999998,Consolidado,PE-217,287
PE-9,-8.051333930999931,-79.07654390099998,Consolidado,Jirón los Robles,342
PE-92,-8.067484390999937,-79.06062198299998,Consolidado,PE-268,246
PE-93,-8.070569901999932,-79.05950457299997,Consolidado,PE-97,261
PE-94,-8.073572259999935,-79.05845368399997,Consolidado,PE-215,193
PE-98,-8.046633330999953,-79.05748020199997,Consolidado,PE-276,325
PE-99,-8.051714740999955,-79.05733787199995,Consolidado,PE-277,195
PFM-1,-8.083099391999951,-79.01397719899995,Consolidado,MRFT-151,321
PFM-100 / PFM-99,-8.075278405999939,-79.02291721499995,Consolidado,Calle 5 de Noviembre y Calle 9 de Octubre,560
PFM-101,-8.080545504999975,-79.01894968299996,Consolidado,Calle 5 de Noviembre y Calle 9 de Octubre,625
PFM-102 / PFM-103,-8.079603603999942,-79.01582079699995,Consolidado,MRFT-151,709
PFM-104,-8.08065533599995,-79.01901317799997,Consolidado,Calle 5 de Noviembre y Calle 9 de Octubre,619
PFM-105,-8.076868136999963,-79.02261642699995,Consolidado,Calle 5 de Noviembre y Calle 9 de Octubre,414
PFM-106,-8.076897624999958,-79.02251133799996,Consolidado,Calle 5 de Noviembre y Calle 9 de Octubre,417
PFM-11,-8.083128636999959,-79.02422085299997,Consolidado,Calle 5 de Noviembre y Calle 9 de Octubre,347
PFM-12,-8.083051950999959,-79.02429256099998,Consolidado,Calle 5 de Noviembre y Calle 9 de Octubre,338
PFM-13,-8.08592111799993,-79.02388619299995,Consolidado,Calle 21 de Octubre y Avenida los Laureles,356
PFM-14,-8.085836173999951,-79.02392697199997,Consolidado,Calle 21 de Octubre y Avenida los Laureles,366
PFM-15 / PFM-19,-8.07765939099994,-79.02487835599999,Consolidado,Calle 5 de Noviembre y Calle 9 de Octubre,265
PFM-16,-8.076133023999944,-79.02037717799999,Consolidado,PP-186,581
PFM-17,-8.07970426099996,-79.01967206799998,Consolidado,Calle 5 de Noviembre y Calle 9 de Octubre,544
PFM-18,-8.083913477999943,-79.01872867599997,Consolidado,MRFT-151,492
PFM-2,-8.080300671999964,-79.01220484199996,Consolidado,PP-21,625
PFM-20,-8.081928967999943,-79.02948341199993,Consolidado,PFM-69,166
PFM-21,-8.081523652999977,-79.02558821399998,Consolidado,Calle 5 de Noviembre y Calle 9 de Octubre,198
PFM-22,-8.075342071999955,-79.01367484899998,Consolidado,PP-132,437
PFM-23,-8.075249411999948,-79.01375163699998,Consolidado,PP-132,436
PFM-24,-8.085779593999973,-79.01657878499998,Consolidado,MRFT-151,204
PFM-25,-8.087212582999939,-79.02631574199995,Consolidado,AVOC-454,367
PFM-26,-8.08674005499995,-79.02266656099994,Consolidado,Calle 21 de Octubre y Avenida los Laureles,242
PFM-27,-8.086301412999944,-79.01995505099995,Consolidado,Calle 21 de Octubre y Avenida los Laureles,423
PFM-28,-8.083740908999971,-79.01885005199995,Consolidado,MRFT-151,512
PFM-29 / PFM-63,-8.084568058999935,-79.02327407299998,Consolidado,Calle 21 de Octubre y Avenida los Laureles,487
PFM-3,-8.07285952799998,-79.02092037199998,Consolidado,PP-186,359
PFM-30,-8.079600494999966,-79.01977621199995,Consolidado,Calle 5 de Noviembre y Calle 9 de Octubre,533
PFM-31,-8.085892506999926,-79.01665890299995,Consolidado,MRFT-151,212
PFM-32,-8.087292275999971,-79.02636115999996,Consolidado,AVOC-454,365
PFM-33,-8.086832254999933,-79.02273152399994,Consolidado,Calle 21 de Octubre y Avenida los Laureles,232
PFM-34,-8.086409957999933,-79.02004425499996,Consolidado,Calle 21 de Octubre y Avenida los Laureles,408
PFM-35 / PFM-36,-8.07882768099995,-79.02639123899996,Consolidado,Calle 5 de Noviembre y Calle 9 de Octubre,238
PFM-37,-8.07837825799993,-79.01756738599994,Consolidado,PP-184,742
PFM-38,-8.078272727999945,-79.01753145399994,Consolidado,PP-184,730
PFM-39 / PFM-40,-8.08869502899995,-79.02652226599997,Consolidado,AVOC-454,300
PFM-4,-8.08754391399998,-79.02999260499996,Consolidado,PE-328,251
PFM-41 / PFM-45,-8.086364853999953,-79.02679865899995,Consolidado,AVOC-454,472
PFM-42 / PFM-46,-8.084186667999973,-79.02708516499996,Consolidado,PFM-69,394
